name,datetime,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
spring tx,10/29/2023,73.76,33.1,12.6,23.8,19.5,80.8,0.62,100,8.33,rain,0,0,45.4,24.8,25.6,1015.2,69.7,15.6,16.2,1,10,2023-10-29T07:33:17,2023-10-29T18:37:07,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,10/30/2023,47.48,11.8,3.8,5.8,6.4,86.1,5.349,100,62.5,rain,0,0,48.9,27.4,349.1,1022.6,99.8,14.1,6.4,0,10,2023-10-30T07:34:02,2023-10-30T18:36:16,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,10/31/2023,50.54,16.1,4.8,8.8,2,58.4,0,0,0,,0,0,40.9,24.6,351.9,1026.7,61.4,16,40.3,6,10,2023-10-31T07:34:48,2023-10-31T18:35:25,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/1/2023,49.1,16.3,2.6,8.6,1.2,58.7,0,0,0,,0,0,34,18.6,9.5,1029.6,0,16,41,6,10,2023-11-01T07:35:33,2023-11-01T18:34:35,0.62,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/2/2023,50.72,19,0.6,10.1,1.5,59.1,0,0,0,,0,0,14.8,12.5,84.1,1027.4,25.2,16,36.3,5,10,2023-11-02T07:36:20,2023-11-02T18:33:47,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/3/2023,58.82,23.9,6.6,14.9,8.3,68.7,0,0,0,,0,0,9.4,13.5,112.2,1024.1,26.6,15.8,21.5,2,10,2023-11-03T07:37:06,2023-11-03T18:33:00,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/4/2023,65.84,26.5,12.3,18.8,14.6,78.8,0,0,0,,0,0,14.8,15.5,127,1021.7,43.6,13.2,17.8,1,10,2023-11-04T07:37:53,2023-11-04T18:32:15,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/5/2023,68.54,27.8,14,20.3,16,78.9,0,0,0,,0,0,14.8,12.5,147.4,1019.7,66.9,11.9,13.7,1,10,2023-11-05T06:38:40,2023-11-05T17:31:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/6/2023,71.96,28.2,15.3,22.3,16.8,73.7,0,0,0,,0,0,31.7,15,191.9,1016.5,42,14.8,19.7,1,10,2023-11-06T06:39:28,2023-11-06T17:30:47,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/7/2023,73.94,30.9,16.9,23.6,18.7,77.7,0,0,0,,0,0,40.4,24.3,188,1014.8,27.6,15.6,35.9,5,10,2023-11-07T06:40:16,2023-11-07T17:30:06,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/8/2023,75.38,30.3,19.7,24.5,19,74.6,0,0,0,,0,0,32.8,17.2,171.4,1013.6,51.5,16,18.3,1,10,2023-11-08T06:41:04,2023-11-08T17:29:26,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/9/2023,71.78,30.1,17.7,22.4,19.8,87.3,19.71,100,37.5,rain,0,0,27.7,13.4,85.2,1013.5,68.8,12.6,27.5,4,10,2023-11-09T06:41:53,2023-11-09T17:28:47,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/10/2023,59.18,20.8,13,15.1,14.1,93.5,12.327,100,54.17,rain,0,0,42.1,22.7,4.6,1017.8,100,10.6,6.2,0,10,2023-11-10T06:42:42,2023-11-10T17:28:10,0.91,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/11/2023,57.2,14.9,13,14,12.8,92.8,0,0,0,,0,0,20.5,13.1,6.6,1021.5,100,12,5.1,0,10,2023-11-11T06:43:31,2023-11-11T17:27:34,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/12/2023,61.7,20,14.6,16.5,14.1,86.1,2.785,100,29.17,rain,0,0,20.5,13.2,23.5,1023.6,92.9,14.8,11.3,1,10,2023-11-12T06:44:21,2023-11-12T17:26:59,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/13/2023,60.26,16.6,14.9,15.7,14.5,92.1,14.723,100,70.83,rain,0,0,37.1,15.8,28.6,1024,97.5,12.8,7.1,0,10,2023-11-13T06:45:10,2023-11-13T17:26:27,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/14/2023,63.14,21.4,14.5,17.3,13.7,79.6,0,0,0,,0,0,27.7,13.7,10.9,1021.8,86.3,15.9,38.3,2,10,2023-11-14T06:46:00,2023-11-14T17:25:55,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/15/2023,62.96,23.1,11.7,17.2,12.4,75.6,0,0,0,,0,0,31.7,21.4,16.3,1020.1,25,15.4,13.9,1,10,2023-11-15T06:46:50,2023-11-15T17:25:26,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/16/2023,61.88,18.3,14.6,16.6,14.3,86.3,0,0,0,,0,0,20.5,10.1,33.7,1017.9,100,12.7,7,0,10,2023-11-16T06:47:40,2023-11-16T17:24:57,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/17/2023,66.56,25.2,14,19.2,14.7,77.3,0,0,0,,0,0,18.4,13.9,244.1,1014.1,61.4,14.6,17.1,1,10,2023-11-17T06:48:30,2023-11-17T17:24:31,0.16,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/18/2023,65.66,23.2,13.8,18.7,14.5,77.7,0,0,0,,0,0,22.3,14.4,14.3,1016.7,66.4,15.2,15,1,10,2023-11-18T06:49:21,2023-11-18T17:24:06,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/19/2023,62.96,22.8,11.5,17.2,14.3,84.2,0,0,0,,0,0,31.7,20,124.3,1012.4,59.9,11.8,16.5,1,10,2023-11-19T06:50:11,2023-11-19T17:23:42,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/20/2023,71.78,26.5,18.4,22.1,18.7,82,1.56,100,20.83,rain,0,0,36.1,22.4,219.5,1007.5,68.8,14.1,10.5,1,30,2023-11-20T06:51:01,2023-11-20T17:23:21,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/21/2023,56.66,17.9,7.9,13.7,6.8,63.3,0,0,0,,0,0,47.2,27.3,334.6,1020.3,65.5,16,8.4,0,10,2023-11-21T06:51:52,2023-11-21T17:23:01,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/22/2023,49.28,14.9,3.7,9,2.3,64.2,0,0,0,,0,0,31.7,14.6,324.6,1023.2,24,15.8,17.6,2,10,2023-11-22T06:52:42,2023-11-22T17:22:42,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/23/2023,49.1,12.7,4.7,9.5,5.9,78.6,0.843,100,12.5,rain,0,0,11.2,7.7,87,1019.8,75.4,15.5,10,1,10,2023-11-23T06:53:32,2023-11-23T17:22:25,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/24/2023,53.78,19.3,6.2,12,6.7,72.6,0,0,0,,0,0,14.8,13.6,49.1,1021.1,24.7,14.8,9.8,1,10,2023-11-24T06:54:22,2023-11-24T17:22:10,0.41,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/25/2023,55.76,18.7,6.1,12.9,7.7,71.1,0,0,0,,0,0,37.1,19.8,76,1018.8,58.9,16,14.3,1,10,2023-11-25T06:55:12,2023-11-25T17:21:57,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/26/2023,54.86,14.8,5.3,12.4,6.1,64.8,0.65,100,4.17,rain,0,0,48.1,29.3,343.4,1020,65.3,15.9,21.6,2,10,2023-11-26T06:56:02,2023-11-26T17:21:45,0.48,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/27/2023,48.2,14.2,2.5,8.3,0.2,55.6,0,0,0,,0,0,31.7,15.6,8.8,1027.2,38.8,16,14.4,1,10,2023-11-27T06:56:52,2023-11-27T17:21:35,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/28/2023,51.44,16.6,6.7,10.5,2,57,0,0,0,,0,0,20.5,14.1,60.9,1028.4,58.7,16,14.3,1,10,2023-11-28T06:57:41,2023-11-28T17:21:27,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/29/2023,53.96,19.7,4.4,12.2,6.4,70.2,0,0,0,,0,0,29.5,22,122.6,1022.8,67,15.9,18.3,1,10,2023-11-29T06:58:30,2023-11-29T17:21:21,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,11/30/2023,64.04,20.5,14.6,17.8,16.8,94,13.07,100,58.33,rain,0,0,47.7,24.3,125,1010.4,99.5,9.4,7.2,1,10,2023-11-30T06:59:18,2023-11-30T17:21:16,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/1/2023,67.28,21.3,16.7,19.6,17.5,87.6,8.579,100,16.67,rain,0,0,29.5,15.7,340.7,1010.7,99.1,11.8,12.5,1,10,2023-12-01T07:00:06,2023-12-01T17:21:13,0.64,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/2/2023,61.16,18.3,12.8,16.2,13.5,84.2,0.13,100,4.17,rain,0,0,22.3,11,346.4,1013,88.5,14.3,10.1,1,10,2023-12-02T07:00:54,2023-12-02T17:21:11,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/3/2023,58.82,22.1,7.6,14.9,6.7,64.5,0,0,0,,0,0,27.7,13,231.4,1016.6,38.1,13.7,15.5,1,10,2023-12-03T07:01:41,2023-12-03T17:21:11,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72242953910,E3763,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/4/2023,57.56,21.3,8.5,14.2,4.7,56.5,0,0,0,,0,0,42.5,18,347.4,1019.9,20.9,16,23.8,4,10,2023-12-04T07:02:28,2023-12-04T17:21:13,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/5/2023,54.14,21.4,6,12.2,4.6,64.5,0,0,0,,0,0,11.2,9.2,37.1,1024.3,36.7,16,15.9,1,10,2023-12-05T07:03:14,2023-12-05T17:21:17,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/6/2023,53.78,19.3,6.5,11.7,4,61.1,0,0,0,,0,0,33.2,18.2,70.7,1027.6,25.8,16,19.5,2,10,2023-12-06T07:04:00,2023-12-06T17:21:23,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/7/2023,57.02,22.4,5.1,13.9,9.2,75.8,0,0,0,,0,0,29.5,19.8,144.5,1020.6,45.6,15.2,21.3,2,10,2023-12-07T07:04:45,2023-12-07T17:21:30,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/8/2023,70.52,25.8,16.5,21.4,18.1,81.8,1.276,100,33.33,rain,0,0,44.7,19.8,176.9,1012.1,93.1,15.3,11.8,1,30,2023-12-08T07:05:29,2023-12-08T17:21:38,0.86,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/9/2023,72.68,28.2,16.8,22.6,17,72.4,1.214,100,4.17,rain,0,0,49.7,26.7,255.5,1014.6,87.8,15.7,12.3,1,60,2023-12-09T07:06:12,2023-12-09T17:21:49,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/10/2023,50.36,15.7,3.4,9.6,-2.6,42.8,0,0,0,,0,0,55.6,27.7,335.9,1025.1,9.1,16,20.5,2,10,2023-12-10T07:06:55,2023-12-10T17:22:01,0.93,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/11/2023,46.76,17.5,0.1,8.1,-0.4,61,0,0,0,,0,0,14.8,12.5,124,1024.6,8.5,15.9,20.7,3,10,2023-12-11T07:07:37,2023-12-11T17:22:15,0.96,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/12/2023,52.52,19.7,3.4,10.9,4.6,66.4,0,0,0,,0,0,29.5,17.6,86.1,1027.8,21.8,16,17.2,2,10,2023-12-12T07:08:18,2023-12-12T17:22:30,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/13/2023,52.16,13.8,6.2,10.7,4.5,63.9,0.273,100,8.33,rain,0,0,27.7,17,57.6,1029.4,66.3,16,7.9,0,10,2023-12-13T07:08:58,2023-12-13T17:22:47,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/14/2023,59.9,21.9,11.4,15.5,7.2,58.5,0,0,0,,0,0,37.1,17.5,89.3,1027.7,40.9,16,21.2,3,10,2023-12-14T07:09:37,2023-12-14T17:23:05,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/15/2023,61.16,19.3,14,16.2,11.9,76.7,15.549,100,37.5,rain,0,0,31.3,20.5,86.2,1022.1,97.6,12,8,1,10,2023-12-15T07:10:15,2023-12-15T17:23:25,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/16/2023,56.66,16.9,8.4,13.6,8.5,72.8,4.768,100,20.83,rain,0,0,38,27.8,337.6,1020.8,33,14.4,24,3,10,2023-12-16T07:10:52,2023-12-16T17:23:47,0.13,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/17/2023,51.08,19.6,3.8,10.5,4.1,68.5,0,0,0,,0,0,22.3,8.4,312.4,1019.4,4,15.1,27.8,4,10,2023-12-17T07:11:27,2023-12-17T17:24:10,0.17,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/18/2023,54.5,22.3,5.2,12.4,5.5,66.5,0,0,0,,0,0,29.5,14.4,351,1021.4,6.5,15.7,26.3,4,10,2023-12-18T07:12:02,2023-12-18T17:24:34,0.21,Clear,Clear conditions throughout the day.,clear-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/19/2023,51.98,17.9,3.9,10.7,5.4,69,0,0,0,,0,0,29.5,21.3,107.8,1024.6,33.8,16,25.9,2,10,2023-12-19T07:12:36,2023-12-19T17:25:00,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
spring tx,12/20/2023,58.82,21.1,8.4,14.8,10.8,77.6,0,0,0,,0,0,35.3,25.7,110.7,1024,57.8,16,16.5,1,10,2023-12-20T07:13:08,2023-12-20T17:25:28,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/21/2023,60.44,18.7,13.4,15.8,13.4,85.7,0,0,0,,0,0,24.1,15.6,108,1024.3,86,13.6,16.5,1,10,2023-12-21T07:13:39,2023-12-21T17:25:57,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/22/2023,63.32,21.2,14.1,17.4,15.7,90.4,0,0,0,,0,0,14.8,10.8,103.3,1022.1,96.6,9.6,9,0,10,2023-12-22T07:14:09,2023-12-22T17:26:27,0.35,Overcast,Cloudy skies throughout the day.,cloudy,"E3763,72242953910,E8324,KIAH,72244453902,KDWH,KCXO,72243012960"
spring tx,12/23/2023,67.64,23.4,18,19.8,17.8,89,2.706,100,16.67,rain,0,0,37.1,23.8,128.3,1017.9,97.6,9.3,9.8,1,10,2023-12-23T07:14:38,2023-12-23T17:26:59,0.38,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"E3763,72242953910,KIAH,72244453902,KDWH,KCXO,F7009,72243012960"
