StartDate,EndDate,Value (kWh),Notes
2024-01-06 17:00:00,2024-01-06 18:00:00,1.932,
2024-01-06 18:00:00,2024-01-06 19:00:00,1.027,
2024-01-06 19:00:00,2024-01-06 20:00:00,1.278,
2024-01-06 20:00:00,2024-01-06 21:00:00,0.693,
2024-01-06 21:00:00,2024-01-06 22:00:00,0.974,
2024-01-06 22:00:00,2024-01-06 23:00:00,0.587,
2024-01-06 23:00:00,2024-01-07 00:00:00,0.565,
2024-01-07 00:00:00,2024-01-07 01:00:00,2.342,
2024-01-07 01:00:00,2024-01-07 02:00:00,1.326,
2024-01-07 02:00:00,2024-01-07 03:00:00,3.231,
2024-01-07 03:00:00,2024-01-07 04:00:00,0.771,
2024-01-07 04:00:00,2024-01-07 05:00:00,0.694,
2024-01-07 05:00:00,2024-01-07 06:00:00,0.379,
2024-01-07 06:00:00,2024-01-07 07:00:00,0.659,
2024-01-07 07:00:00,2024-01-07 08:00:00,0.382,
2024-01-07 08:00:00,2024-01-07 09:00:00,0.502,
2024-01-07 09:00:00,2024-01-07 10:00:00,0.547,
2024-01-07 10:00:00,2024-01-07 11:00:00,1.526,
2024-01-07 11:00:00,2024-01-07 12:00:00,0.873,
2024-01-07 12:00:00,2024-01-07 13:00:00,1.163,
2024-01-07 13:00:00,2024-01-07 14:00:00,1.295,
2024-01-07 14:00:00,2024-01-07 15:00:00,0.55,
2024-01-07 15:00:00,2024-01-07 16:00:00,0.533,
2024-01-07 16:00:00,2024-01-07 17:00:00,0.806,
2024-01-07 17:00:00,2024-01-07 18:00:00,1.222,
2024-01-07 18:00:00,2024-01-07 19:00:00,3.724,
2024-01-07 19:00:00,2024-01-07 20:00:00,1.78,
2024-01-07 20:00:00,2024-01-07 21:00:00,0.618,
2024-01-07 21:00:00,2024-01-07 22:00:00,0.825,
2024-01-07 22:00:00,2024-01-07 23:00:00,0.505,
2024-01-07 23:00:00,2024-01-08 00:00:00,0.626,
2024-01-08 00:00:00,2024-01-08 01:00:00,1.214,
2024-01-08 01:00:00,2024-01-08 02:00:00,1.247,
2024-01-08 02:00:00,2024-01-08 03:00:00,0.836,
2024-01-08 03:00:00,2024-01-08 04:00:00,0.811,
2024-01-08 04:00:00,2024-01-08 05:00:00,1.015,
2024-01-08 05:00:00,2024-01-08 06:00:00,0.605,
2024-01-08 06:00:00,2024-01-08 07:00:00,0.641,
2024-01-08 07:00:00,2024-01-08 08:00:00,0.624,
2024-01-08 08:00:00,2024-01-08 09:00:00,0.7,
2024-01-08 09:00:00,2024-01-08 10:00:00,0.935,
2024-01-08 10:00:00,2024-01-08 11:00:00,0.658,
2024-01-08 11:00:00,2024-01-08 12:00:00,0.505,
2024-01-08 12:00:00,2024-01-08 13:00:00,1.631,
2024-01-08 13:00:00,2024-01-08 14:00:00,0.587,
2024-01-08 14:00:00,2024-01-08 15:00:00,0.776,
2024-01-08 15:00:00,2024-01-08 16:00:00,0.508,
2024-01-08 16:00:00,2024-01-08 17:00:00,1.489,
2024-01-08 17:00:00,2024-01-08 18:00:00,1.386,
2024-01-08 18:00:00,2024-01-08 19:00:00,3.153,
2024-01-08 19:00:00,2024-01-08 20:00:00,4.229,
2024-01-08 20:00:00,2024-01-08 21:00:00,2.91,
2024-01-08 21:00:00,2024-01-08 22:00:00,2.752,
2024-01-08 22:00:00,2024-01-08 23:00:00,0.943,
2024-01-08 23:00:00,2024-01-09 00:00:00,0.892,
2024-01-09 00:00:00,2024-01-09 01:00:00,0.688,
2024-01-09 01:00:00,2024-01-09 02:00:00,0.708,
2024-01-09 02:00:00,2024-01-09 03:00:00,0.719,
2024-01-09 03:00:00,2024-01-09 04:00:00,2.797,
2024-01-09 04:00:00,2024-01-09 05:00:00,1.772,
2024-01-09 05:00:00,2024-01-09 06:00:00,2.876,
2024-01-09 06:00:00,2024-01-09 07:00:00,2.172,
2024-01-09 07:00:00,2024-01-09 08:00:00,2.286,
2024-01-09 08:00:00,2024-01-09 09:00:00,1.337,
2024-01-09 09:00:00,2024-01-09 10:00:00,0.735,
2024-01-09 10:00:00,2024-01-09 11:00:00,0.501,
2024-01-09 11:00:00,2024-01-09 12:00:00,0.521,
2024-01-09 12:00:00,2024-01-09 13:00:00,1.637,
2024-01-09 13:00:00,2024-01-09 14:00:00,1.603,
2024-01-09 14:00:00,2024-01-09 15:00:00,1.706,
2024-01-09 15:00:00,2024-01-09 16:00:00,3.885,
2024-01-09 16:00:00,2024-01-09 17:00:00,4.21,
2024-01-09 17:00:00,2024-01-09 18:00:00,2.588,
2024-01-09 18:00:00,2024-01-09 19:00:00,1.422,
2024-01-09 19:00:00,2024-01-09 20:00:00,0.873,
2024-01-09 20:00:00,2024-01-09 21:00:00,3.487,
2024-01-09 21:00:00,2024-01-09 22:00:00,1.621,
2024-01-09 22:00:00,2024-01-09 23:00:00,0.725,
2024-01-09 23:00:00,2024-01-10 00:00:00,1.195,
2024-01-10 00:00:00,2024-01-10 01:00:00,1.296,
2024-01-10 01:00:00,2024-01-10 02:00:00,1.582,
2024-01-10 02:00:00,2024-01-10 03:00:00,1.303,
2024-01-10 03:00:00,2024-01-10 04:00:00,1.021,
2024-01-10 04:00:00,2024-01-10 05:00:00,0.49,
2024-01-10 05:00:00,2024-01-10 06:00:00,0.712,
2024-01-10 06:00:00,2024-01-10 07:00:00,0.44,
2024-01-10 07:00:00,2024-01-10 08:00:00,0.471,
2024-01-10 08:00:00,2024-01-10 09:00:00,0.505,
2024-01-10 09:00:00,2024-01-10 10:00:00,0.566,
2024-01-10 10:00:00,2024-01-10 11:00:00,0.79,
2024-01-10 11:00:00,2024-01-10 12:00:00,0.569,
2024-01-10 12:00:00,2024-01-10 13:00:00,0.977,
2024-01-10 13:00:00,2024-01-10 14:00:00,1.068,
2024-01-10 14:00:00,2024-01-10 15:00:00,2.83,
2024-01-10 15:00:00,2024-01-10 16:00:00,1.73,
2024-01-10 16:00:00,2024-01-10 17:00:00,2.355,
2024-01-10 17:00:00,2024-01-10 18:00:00,1.898,
2024-01-10 18:00:00,2024-01-10 19:00:00,3.523,
2024-01-10 19:00:00,2024-01-10 20:00:00,2.893,
2024-01-10 20:00:00,2024-01-10 21:00:00,1.593,
2024-01-10 21:00:00,2024-01-10 22:00:00,1.23,
2024-01-10 22:00:00,2024-01-10 23:00:00,1.618,
2024-01-10 23:00:00,2024-01-11 00:00:00,0.851,
2024-01-11 00:00:00,2024-01-11 01:00:00,2.233,
2024-01-11 01:00:00,2024-01-11 02:00:00,2.524,
2024-01-11 02:00:00,2024-01-11 03:00:00,2.713,
2024-01-11 03:00:00,2024-01-11 04:00:00,0.878,
2024-01-11 04:00:00,2024-01-11 05:00:00,0.787,
2024-01-11 05:00:00,2024-01-11 06:00:00,0.405,
2024-01-11 06:00:00,2024-01-11 07:00:00,0.625,
2024-01-11 07:00:00,2024-01-11 08:00:00,0.478,
2024-01-11 08:00:00,2024-01-11 09:00:00,0.48,
2024-01-11 09:00:00,2024-01-11 10:00:00,0.913,
2024-01-11 10:00:00,2024-01-11 11:00:00,0.933,
2024-01-11 11:00:00,2024-01-11 12:00:00,0.909,
2024-01-11 12:00:00,2024-01-11 13:00:00,1.612,
2024-01-11 13:00:00,2024-01-11 14:00:00,1.206,
2024-01-11 14:00:00,2024-01-11 15:00:00,0.97,
2024-01-11 15:00:00,2024-01-11 16:00:00,1.215,
2024-01-11 16:00:00,2024-01-11 17:00:00,0.849,
2024-01-11 17:00:00,2024-01-11 18:00:00,0.871,
2024-01-11 18:00:00,2024-01-11 19:00:00,2.539,
2024-01-11 19:00:00,2024-01-11 20:00:00,1.607,
2024-01-11 20:00:00,2024-01-11 21:00:00,1.489,
2024-01-11 21:00:00,2024-01-11 22:00:00,5.227,
2024-01-11 22:00:00,2024-01-11 23:00:00,0.743,
2024-01-11 23:00:00,2024-01-12 00:00:00,2.109,
2024-01-12 00:00:00,2024-01-12 01:00:00,1.377,
2024-01-12 01:00:00,2024-01-12 02:00:00,1.484,
2024-01-12 02:00:00,2024-01-12 03:00:00,4.417,
2024-01-12 03:00:00,2024-01-12 04:00:00,1.456,
2024-01-12 04:00:00,2024-01-12 05:00:00,0.641,
2024-01-12 05:00:00,2024-01-12 06:00:00,0.884,
2024-01-12 06:00:00,2024-01-12 07:00:00,0.4,
2024-01-12 07:00:00,2024-01-12 08:00:00,0.432,
2024-01-12 08:00:00,2024-01-12 09:00:00,0.765,
2024-01-12 09:00:00,2024-01-12 10:00:00,0.676,
2024-01-12 10:00:00,2024-01-12 11:00:00,0.73,
2024-01-12 11:00:00,2024-01-12 12:00:00,0.845,
2024-01-12 12:00:00,2024-01-12 13:00:00,1.711,
2024-01-12 13:00:00,2024-01-12 14:00:00,0.552,
2024-01-12 14:00:00,2024-01-12 15:00:00,0.553,
2024-01-12 15:00:00,2024-01-12 16:00:00,0.797,
2024-01-12 16:00:00,2024-01-12 17:00:00,0.563,
2024-01-12 17:00:00,2024-01-12 18:00:00,0.527,
2024-01-12 18:00:00,2024-01-12 19:00:00,2.43,
2024-01-12 19:00:00,2024-01-12 20:00:00,1.713,
2024-01-12 20:00:00,2024-01-12 21:00:00,0.958,
2024-01-12 21:00:00,2024-01-12 22:00:00,0.864,
2024-01-12 22:00:00,2024-01-12 23:00:00,1.014,
2024-01-12 23:00:00,2024-01-13 00:00:00,0.585,
2024-01-13 00:00:00,2024-01-13 01:00:00,2.861,
2024-01-13 01:00:00,2024-01-13 02:00:00,2.946,
2024-01-13 02:00:00,2024-01-13 03:00:00,1.253,
2024-01-13 03:00:00,2024-01-13 04:00:00,1.231,
2024-01-13 04:00:00,2024-01-13 05:00:00,1.685,
2024-01-13 05:00:00,2024-01-13 06:00:00,1.047,
2024-01-13 06:00:00,2024-01-13 07:00:00,0.727,
2024-01-13 07:00:00,2024-01-13 08:00:00,0.93,
2024-01-13 08:00:00,2024-01-13 09:00:00,1.087,
2024-01-13 09:00:00,2024-01-13 10:00:00,0.826,
2024-01-13 10:00:00,2024-01-13 11:00:00,1.026,
2024-01-13 11:00:00,2024-01-13 12:00:00,1.658,
2024-01-13 12:00:00,2024-01-13 13:00:00,1.798,
2024-01-13 13:00:00,2024-01-13 14:00:00,0.771,
2024-01-13 14:00:00,2024-01-13 15:00:00,0.806,
2024-01-13 15:00:00,2024-01-13 16:00:00,2.195,
2024-01-13 16:00:00,2024-01-13 17:00:00,0.904,
2024-01-13 17:00:00,2024-01-13 18:00:00,1.258,
2024-01-13 18:00:00,2024-01-13 19:00:00,1.042,
2024-01-13 19:00:00,2024-01-13 20:00:00,0.657,
2024-01-13 20:00:00,2024-01-13 21:00:00,0.875,
2024-01-13 21:00:00,2024-01-13 22:00:00,0.611,
2024-01-13 22:00:00,2024-01-13 23:00:00,3.68,
2024-01-13 23:00:00,2024-01-14 00:00:00,1.381,
2024-01-14 00:00:00,2024-01-14 01:00:00,1.043,
2024-01-14 01:00:00,2024-01-14 02:00:00,4.211,
2024-01-14 02:00:00,2024-01-14 03:00:00,5.693,
2024-01-14 03:00:00,2024-01-14 04:00:00,1.481,
2024-01-14 04:00:00,2024-01-14 05:00:00,1.2,
2024-01-14 05:00:00,2024-01-14 06:00:00,0.37,
2024-01-14 06:00:00,2024-01-14 07:00:00,0.411,
2024-01-14 07:00:00,2024-01-14 08:00:00,0.632,
2024-01-14 08:00:00,2024-01-14 09:00:00,0.553,
2024-01-14 09:00:00,2024-01-14 10:00:00,0.55,
2024-01-14 10:00:00,2024-01-14 11:00:00,0.825,
2024-01-14 11:00:00,2024-01-14 12:00:00,1.773,
2024-01-14 12:00:00,2024-01-14 13:00:00,0.592,
2024-01-14 13:00:00,2024-01-14 14:00:00,0.546,
2024-01-14 14:00:00,2024-01-14 15:00:00,0.83,
2024-01-14 15:00:00,2024-01-14 16:00:00,0.541,
2024-01-14 16:00:00,2024-01-14 17:00:00,0.901,
2024-01-14 17:00:00,2024-01-14 18:00:00,0.691,
2024-01-14 18:00:00,2024-01-14 19:00:00,2.138,
2024-01-14 19:00:00,2024-01-14 20:00:00,2.13,
2024-01-14 20:00:00,2024-01-14 21:00:00,10.118,
2024-01-14 21:00:00,2024-01-14 22:00:00,1.706,
2024-01-14 22:00:00,2024-01-14 23:00:00,0.739,
2024-01-14 23:00:00,2024-01-15 00:00:00,0.928,
2024-01-15 00:00:00,2024-01-15 01:00:00,0.925,
2024-01-15 01:00:00,2024-01-15 02:00:00,3.564,
2024-01-15 02:00:00,2024-01-15 03:00:00,2.171,
2024-01-15 03:00:00,2024-01-15 04:00:00,1.001,
2024-01-15 04:00:00,2024-01-15 05:00:00,0.93,
2024-01-15 05:00:00,2024-01-15 06:00:00,0.632,
2024-01-15 06:00:00,2024-01-15 07:00:00,0.881,
2024-01-15 07:00:00,2024-01-15 08:00:00,2.639,
2024-01-15 08:00:00,2024-01-15 09:00:00,0.934,
2024-01-15 09:00:00,2024-01-15 10:00:00,2.649,
2024-01-15 10:00:00,2024-01-15 11:00:00,0.934,
2024-01-15 11:00:00,2024-01-15 12:00:00,3.241,
2024-01-15 12:00:00,2024-01-15 13:00:00,1.38,
2024-01-15 13:00:00,2024-01-15 14:00:00,1.564,
2024-01-15 14:00:00,2024-01-15 15:00:00,8.931,
2024-01-15 15:00:00,2024-01-15 16:00:00,7.269,
2024-01-15 16:00:00,2024-01-15 17:00:00,5.663,
2024-01-15 17:00:00,2024-01-15 18:00:00,5.197,
2024-01-15 18:00:00,2024-01-15 19:00:00,5.577,
2024-01-15 19:00:00,2024-01-15 20:00:00,4.868,
2024-01-15 20:00:00,2024-01-15 21:00:00,2.803,
2024-01-15 21:00:00,2024-01-15 22:00:00,3.476,
2024-01-15 22:00:00,2024-01-15 23:00:00,3.887,
2024-01-15 23:00:00,2024-01-16 00:00:00,4.448,
2024-01-16 00:00:00,2024-01-16 01:00:00,10.069,
2024-01-16 01:00:00,2024-01-16 02:00:00,3.977,
2024-01-16 02:00:00,2024-01-16 03:00:00,1.477,
2024-01-16 03:00:00,2024-01-16 04:00:00,0.955,
2024-01-16 04:00:00,2024-01-16 05:00:00,2.976,
2024-01-16 05:00:00,2024-01-16 06:00:00,2.715,
2024-01-16 06:00:00,2024-01-16 07:00:00,3.941,
2024-01-16 07:00:00,2024-01-16 08:00:00,3.851,
2024-01-16 08:00:00,2024-01-16 09:00:00,3.128,
2024-01-16 09:00:00,2024-01-16 10:00:00,0.793,
2024-01-16 10:00:00,2024-01-16 11:00:00,1.764,
2024-01-16 11:00:00,2024-01-16 12:00:00,0.56,
2024-01-16 12:00:00,2024-01-16 13:00:00,0.751,
2024-01-16 13:00:00,2024-01-16 14:00:00,7.164,
2024-01-16 14:00:00,2024-01-16 15:00:00,5.762,
2024-01-16 15:00:00,2024-01-16 16:00:00,1.9,
2024-01-16 16:00:00,2024-01-16 17:00:00,1.301,
2024-01-16 17:00:00,2024-01-16 18:00:00,2.077,
2024-01-16 18:00:00,2024-01-16 19:00:00,2.28,
2024-01-16 19:00:00,2024-01-16 20:00:00,2.125,
2024-01-16 20:00:00,2024-01-16 21:00:00,2.944,
2024-01-16 21:00:00,2024-01-16 22:00:00,2.707,
2024-01-16 22:00:00,2024-01-16 23:00:00,2.534,
2024-01-16 23:00:00,2024-01-17 00:00:00,2.551,
2024-01-17 00:00:00,2024-01-17 01:00:00,2.792,
2024-01-17 01:00:00,2024-01-17 02:00:00,2.882,
2024-01-17 02:00:00,2024-01-17 03:00:00,2.438,
2024-01-17 03:00:00,2024-01-17 04:00:00,5.042,
2024-01-17 04:00:00,2024-01-17 05:00:00,1.941,
2024-01-17 05:00:00,2024-01-17 06:00:00,2.342,
2024-01-17 06:00:00,2024-01-17 07:00:00,2.919,
2024-01-17 07:00:00,2024-01-17 08:00:00,2.8,
2024-01-17 08:00:00,2024-01-17 09:00:00,2.088,
2024-01-17 09:00:00,2024-01-17 10:00:00,1.309,
2024-01-17 10:00:00,2024-01-17 11:00:00,0.488,
2024-01-17 11:00:00,2024-01-17 12:00:00,1.132,
2024-01-17 12:00:00,2024-01-17 13:00:00,0.771,
2024-01-17 13:00:00,2024-01-17 14:00:00,0.503,
2024-01-17 14:00:00,2024-01-17 15:00:00,0.534,
2024-01-17 15:00:00,2024-01-17 16:00:00,0.556,
2024-01-17 16:00:00,2024-01-17 17:00:00,8.56,
2024-01-17 17:00:00,2024-01-17 18:00:00,7.45,
2024-01-17 18:00:00,2024-01-17 19:00:00,3.814,
2024-01-17 19:00:00,2024-01-17 20:00:00,3.433,
2024-01-17 20:00:00,2024-01-17 21:00:00,2.335,
2024-01-17 21:00:00,2024-01-17 22:00:00,2.563,
2024-01-17 22:00:00,2024-01-17 23:00:00,3.032,
2024-01-17 23:00:00,2024-01-18 00:00:00,2.314,
2024-01-18 00:00:00,2024-01-18 01:00:00,2.688,
2024-01-18 01:00:00,2024-01-18 02:00:00,3.295,
2024-01-18 02:00:00,2024-01-18 03:00:00,2.356,
2024-01-18 03:00:00,2024-01-18 04:00:00,2.583,
2024-01-18 04:00:00,2024-01-18 05:00:00,2.003,
2024-01-18 05:00:00,2024-01-18 06:00:00,2.618,
2024-01-18 06:00:00,2024-01-18 07:00:00,1.488,
2024-01-18 07:00:00,2024-01-18 08:00:00,0.489,
2024-01-18 08:00:00,2024-01-18 09:00:00,0.496,
2024-01-18 09:00:00,2024-01-18 10:00:00,0.725,
2024-01-18 10:00:00,2024-01-18 11:00:00,0.618,
2024-01-18 11:00:00,2024-01-18 12:00:00,1.667,
2024-01-18 12:00:00,2024-01-18 13:00:00,0.769,
2024-01-18 13:00:00,2024-01-18 14:00:00,0.473,
2024-01-18 14:00:00,2024-01-18 15:00:00,0.584,
2024-01-18 15:00:00,2024-01-18 16:00:00,0.886,
2024-01-18 16:00:00,2024-01-18 17:00:00,3.012,
2024-01-18 17:00:00,2024-01-18 18:00:00,1.644,
2024-01-18 18:00:00,2024-01-18 19:00:00,2.095,
2024-01-18 19:00:00,2024-01-18 20:00:00,4.719,
2024-01-18 20:00:00,2024-01-18 21:00:00,1.136,
2024-01-18 21:00:00,2024-01-18 22:00:00,0.992,
2024-01-18 22:00:00,2024-01-18 23:00:00,0.535,
2024-01-18 23:00:00,2024-01-19 00:00:00,0.6,
2024-01-19 00:00:00,2024-01-19 01:00:00,0.964,
2024-01-19 01:00:00,2024-01-19 02:00:00,0.762,
2024-01-19 02:00:00,2024-01-19 03:00:00,0.639,
2024-01-19 03:00:00,2024-01-19 04:00:00,0.857,
2024-01-19 04:00:00,2024-01-19 05:00:00,0.555,
2024-01-19 05:00:00,2024-01-19 06:00:00,0.422,
2024-01-19 06:00:00,2024-01-19 07:00:00,0.383,
2024-01-19 07:00:00,2024-01-19 08:00:00,0.664,
2024-01-19 08:00:00,2024-01-19 09:00:00,0.449,
2024-01-19 09:00:00,2024-01-19 10:00:00,0.497,
2024-01-19 10:00:00,2024-01-19 11:00:00,0.492,
2024-01-19 11:00:00,2024-01-19 12:00:00,0.503,
2024-01-19 12:00:00,2024-01-19 13:00:00,0.768,
2024-01-19 13:00:00,2024-01-19 14:00:00,0.546,
2024-01-19 14:00:00,2024-01-19 15:00:00,0.741,
2024-01-19 15:00:00,2024-01-19 16:00:00,2.394,
2024-01-19 16:00:00,2024-01-19 17:00:00,2.052,
2024-01-19 17:00:00,2024-01-19 18:00:00,3.3,
