StartDate,EndDate,Value (kWh),Notes
2024-03-06 18:00:00,2024-03-06 19:00:00,2.415,
2024-03-06 19:00:00,2024-03-06 20:00:00,3.953,
2024-03-06 20:00:00,2024-03-06 21:00:00,2.567,
2024-03-06 21:00:00,2024-03-06 22:00:00,8.348,
2024-03-06 22:00:00,2024-03-06 23:00:00,5.593,
2024-03-06 23:00:00,2024-03-07 00:00:00,4.974,
2024-03-07 00:00:00,2024-03-07 01:00:00,2.5,
2024-03-07 01:00:00,2024-03-07 02:00:00,2.449,
2024-03-07 02:00:00,2024-03-07 03:00:00,3.37,
2024-03-07 03:00:00,2024-03-07 04:00:00,2.335,
2024-03-07 04:00:00,2024-03-07 05:00:00,1.019,
2024-03-07 05:00:00,2024-03-07 06:00:00,0.828,
2024-03-07 06:00:00,2024-03-07 07:00:00,1.144,
2024-03-07 07:00:00,2024-03-07 08:00:00,0.722,
2024-03-07 08:00:00,2024-03-07 09:00:00,0.851,
2024-03-07 09:00:00,2024-03-07 10:00:00,1.105,
2024-03-07 10:00:00,2024-03-07 11:00:00,1.484,
2024-03-07 11:00:00,2024-03-07 12:00:00,1.185,
2024-03-07 12:00:00,2024-03-07 13:00:00,0.555,
2024-03-07 13:00:00,2024-03-07 14:00:00,0.527,
2024-03-07 14:00:00,2024-03-07 15:00:00,0.538,
2024-03-07 15:00:00,2024-03-07 16:00:00,0.789,
2024-03-07 16:00:00,2024-03-07 17:00:00,0.544,
2024-03-07 17:00:00,2024-03-07 18:00:00,0.534,
2024-03-07 18:00:00,2024-03-07 19:00:00,2.238,
2024-03-07 19:00:00,2024-03-07 20:00:00,3.383,
2024-03-07 20:00:00,2024-03-07 21:00:00,2.701,
2024-03-07 21:00:00,2024-03-07 22:00:00,1.653,
2024-03-07 22:00:00,2024-03-07 23:00:00,1.842,
2024-03-07 23:00:00,2024-03-08 00:00:00,1.204,
2024-03-08 00:00:00,2024-03-08 01:00:00,0.988,
2024-03-08 01:00:00,2024-03-08 02:00:00,1.759,
2024-03-08 02:00:00,2024-03-08 03:00:00,1.746,
2024-03-08 03:00:00,2024-03-08 04:00:00,0.659,
2024-03-08 04:00:00,2024-03-08 05:00:00,0.628,
2024-03-08 05:00:00,2024-03-08 06:00:00,0.95,
2024-03-08 06:00:00,2024-03-08 07:00:00,0.642,
2024-03-08 07:00:00,2024-03-08 08:00:00,0.737,
2024-03-08 08:00:00,2024-03-08 09:00:00,0.922,
2024-03-08 09:00:00,2024-03-08 10:00:00,1.067,
2024-03-08 10:00:00,2024-03-08 11:00:00,1.062,
2024-03-08 11:00:00,2024-03-08 12:00:00,1.522,
2024-03-08 12:00:00,2024-03-08 13:00:00,0.799,
2024-03-08 13:00:00,2024-03-08 14:00:00,0.54,
2024-03-08 14:00:00,2024-03-08 15:00:00,0.538,
2024-03-08 15:00:00,2024-03-08 16:00:00,0.521,
2024-03-08 16:00:00,2024-03-08 17:00:00,0.809,
2024-03-08 17:00:00,2024-03-08 18:00:00,0.535,
2024-03-08 18:00:00,2024-03-08 19:00:00,2.272,
2024-03-08 19:00:00,2024-03-08 20:00:00,3.612,
2024-03-08 20:00:00,2024-03-08 21:00:00,2.706,
2024-03-08 21:00:00,2024-03-08 22:00:00,2.522,
2024-03-08 22:00:00,2024-03-08 23:00:00,1.577,
2024-03-08 23:00:00,2024-03-09 00:00:00,2.153,
2024-03-09 00:00:00,2024-03-09 01:00:00,1.192,
2024-03-09 01:00:00,2024-03-09 02:00:00,3.411,
2024-03-09 02:00:00,2024-03-09 03:00:00,1.939,
2024-03-09 03:00:00,2024-03-09 04:00:00,1.066,
2024-03-09 04:00:00,2024-03-09 05:00:00,0.634,
2024-03-09 05:00:00,2024-03-09 06:00:00,0.606,
2024-03-09 06:00:00,2024-03-09 07:00:00,0.867,
2024-03-09 07:00:00,2024-03-09 08:00:00,0.484,
2024-03-09 08:00:00,2024-03-09 09:00:00,0.487,
2024-03-09 09:00:00,2024-03-09 10:00:00,0.524,
2024-03-09 10:00:00,2024-03-09 11:00:00,0.845,
2024-03-09 11:00:00,2024-03-09 12:00:00,0.974,
2024-03-09 12:00:00,2024-03-09 13:00:00,0.495,
2024-03-09 13:00:00,2024-03-09 14:00:00,0.806,
2024-03-09 14:00:00,2024-03-09 15:00:00,0.518,
2024-03-09 15:00:00,2024-03-09 16:00:00,0.9,
2024-03-09 16:00:00,2024-03-09 17:00:00,3.93,
2024-03-09 17:00:00,2024-03-09 18:00:00,0.651,
2024-03-09 18:00:00,2024-03-09 19:00:00,0.928,
2024-03-09 19:00:00,2024-03-09 20:00:00,0.626,
2024-03-09 20:00:00,2024-03-09 21:00:00,0.934,
2024-03-09 21:00:00,2024-03-09 22:00:00,1.677,
2024-03-09 22:00:00,2024-03-09 23:00:00,1.999,
2024-03-09 23:00:00,2024-03-10 00:00:00,1.419,
2024-03-10 00:00:00,2024-03-10 01:00:00,2.23,
2024-03-10 01:00:00,2024-03-10 02:00:00,1.266,
2024-03-10 02:00:00,2024-03-10 03:00:00,,Data not available
2024-03-10 03:00:00,2024-03-10 04:00:00,0.905,
2024-03-10 04:00:00,2024-03-10 05:00:00,0.915,
2024-03-10 05:00:00,2024-03-10 06:00:00,0.397,
2024-03-10 06:00:00,2024-03-10 07:00:00,0.349,
2024-03-10 07:00:00,2024-03-10 08:00:00,0.638,
2024-03-10 08:00:00,2024-03-10 09:00:00,0.408,
2024-03-10 09:00:00,2024-03-10 10:00:00,0.448,
2024-03-10 10:00:00,2024-03-10 11:00:00,0.679,
2024-03-10 11:00:00,2024-03-10 12:00:00,1.025,
2024-03-10 12:00:00,2024-03-10 13:00:00,0.611,
2024-03-10 13:00:00,2024-03-10 14:00:00,0.569,
2024-03-10 14:00:00,2024-03-10 15:00:00,0.838,
2024-03-10 15:00:00,2024-03-10 16:00:00,1.536,
2024-03-10 16:00:00,2024-03-10 17:00:00,4.151,
2024-03-10 17:00:00,2024-03-10 18:00:00,1.079,
2024-03-10 18:00:00,2024-03-10 19:00:00,1.375,
2024-03-10 19:00:00,2024-03-10 20:00:00,0.901,
2024-03-10 20:00:00,2024-03-10 21:00:00,1.12,
2024-03-10 21:00:00,2024-03-10 22:00:00,1.251,
2024-03-10 22:00:00,2024-03-10 23:00:00,2.869,
2024-03-10 23:00:00,2024-03-11 00:00:00,2.379,
2024-03-11 00:00:00,2024-03-11 01:00:00,0.964,
2024-03-11 01:00:00,2024-03-11 02:00:00,0.632,
2024-03-11 02:00:00,2024-03-11 03:00:00,1.241,
2024-03-11 03:00:00,2024-03-11 04:00:00,1.072,
2024-03-11 04:00:00,2024-03-11 05:00:00,1.041,
2024-03-11 05:00:00,2024-03-11 06:00:00,0.464,
2024-03-11 06:00:00,2024-03-11 07:00:00,0.42,
2024-03-11 07:00:00,2024-03-11 08:00:00,0.793,
2024-03-11 08:00:00,2024-03-11 09:00:00,0.379,
2024-03-11 09:00:00,2024-03-11 10:00:00,0.348,
2024-03-11 10:00:00,2024-03-11 11:00:00,0.497,
2024-03-11 11:00:00,2024-03-11 12:00:00,1.412,
2024-03-11 12:00:00,2024-03-11 13:00:00,0.463,
2024-03-11 13:00:00,2024-03-11 14:00:00,0.48,
2024-03-11 14:00:00,2024-03-11 15:00:00,0.443,
2024-03-11 15:00:00,2024-03-11 16:00:00,0.476,
2024-03-11 16:00:00,2024-03-11 17:00:00,2.967,
2024-03-11 17:00:00,2024-03-11 18:00:00,2.415,
2024-03-11 18:00:00,2024-03-11 19:00:00,1.299,
2024-03-11 19:00:00,2024-03-11 20:00:00,1.511,
2024-03-11 20:00:00,2024-03-11 21:00:00,1.171,
2024-03-11 21:00:00,2024-03-11 22:00:00,0.998,
2024-03-11 22:00:00,2024-03-11 23:00:00,1.763,
2024-03-11 23:00:00,2024-03-12 00:00:00,2.95,
2024-03-12 00:00:00,2024-03-12 01:00:00,1.976,
2024-03-12 01:00:00,2024-03-12 02:00:00,2.712,
2024-03-12 02:00:00,2024-03-12 03:00:00,0.64,
2024-03-12 03:00:00,2024-03-12 04:00:00,0.559,
2024-03-12 04:00:00,2024-03-12 05:00:00,0.839,
2024-03-12 05:00:00,2024-03-12 06:00:00,0.441,
2024-03-12 06:00:00,2024-03-12 07:00:00,0.553,
2024-03-12 07:00:00,2024-03-12 08:00:00,0.732,
2024-03-12 08:00:00,2024-03-12 09:00:00,0.411,
2024-03-12 09:00:00,2024-03-12 10:00:00,0.67,
2024-03-12 10:00:00,2024-03-12 11:00:00,0.988,
2024-03-12 11:00:00,2024-03-12 12:00:00,1.951,
2024-03-12 12:00:00,2024-03-12 13:00:00,1.664,
2024-03-12 13:00:00,2024-03-12 14:00:00,1.93,
2024-03-12 14:00:00,2024-03-12 15:00:00,1.475,
2024-03-12 15:00:00,2024-03-12 16:00:00,3.526,
2024-03-12 16:00:00,2024-03-12 17:00:00,2.134,
2024-03-12 17:00:00,2024-03-12 18:00:00,1.861,
2024-03-12 18:00:00,2024-03-12 19:00:00,1.626,
2024-03-12 19:00:00,2024-03-12 20:00:00,4.208,
2024-03-12 20:00:00,2024-03-12 21:00:00,2.914,
2024-03-12 21:00:00,2024-03-12 22:00:00,2.14,
2024-03-12 22:00:00,2024-03-12 23:00:00,4.358,
2024-03-12 23:00:00,2024-03-13 00:00:00,4.353,
2024-03-13 00:00:00,2024-03-13 01:00:00,2.66,
2024-03-13 01:00:00,2024-03-13 02:00:00,3.706,
2024-03-13 02:00:00,2024-03-13 03:00:00,2.43,
2024-03-13 03:00:00,2024-03-13 04:00:00,2.592,
2024-03-13 04:00:00,2024-03-13 05:00:00,1.597,
2024-03-13 05:00:00,2024-03-13 06:00:00,1.193,
2024-03-13 06:00:00,2024-03-13 07:00:00,0.748,
2024-03-13 07:00:00,2024-03-13 08:00:00,0.748,
2024-03-13 08:00:00,2024-03-13 09:00:00,0.927,
2024-03-13 09:00:00,2024-03-13 10:00:00,1.142,
2024-03-13 10:00:00,2024-03-13 11:00:00,0.976,
2024-03-13 11:00:00,2024-03-13 12:00:00,1.176,
2024-03-13 12:00:00,2024-03-13 13:00:00,1.775,
2024-03-13 13:00:00,2024-03-13 14:00:00,3.958,
2024-03-13 14:00:00,2024-03-13 15:00:00,2.027,
2024-03-13 15:00:00,2024-03-13 16:00:00,2.318,
2024-03-13 16:00:00,2024-03-13 17:00:00,2.722,
2024-03-13 17:00:00,2024-03-13 18:00:00,5.658,
2024-03-13 18:00:00,2024-03-13 19:00:00,4.596,
2024-03-13 19:00:00,2024-03-13 20:00:00,3.969,
2024-03-13 20:00:00,2024-03-13 21:00:00,3.597,
2024-03-13 21:00:00,2024-03-13 22:00:00,3.73,
2024-03-13 22:00:00,2024-03-13 23:00:00,1.791,
2024-03-13 23:00:00,2024-03-14 00:00:00,1.93,
2024-03-14 00:00:00,2024-03-14 01:00:00,1.129,
2024-03-14 01:00:00,2024-03-14 02:00:00,1.501,
2024-03-14 02:00:00,2024-03-14 03:00:00,3.018,
2024-03-14 03:00:00,2024-03-14 04:00:00,2.235,
2024-03-14 04:00:00,2024-03-14 05:00:00,1.165,
2024-03-14 05:00:00,2024-03-14 06:00:00,0.861,
2024-03-14 06:00:00,2024-03-14 07:00:00,1.165,
2024-03-14 07:00:00,2024-03-14 08:00:00,0.9,
2024-03-14 08:00:00,2024-03-14 09:00:00,0.923,
2024-03-14 09:00:00,2024-03-14 10:00:00,0.832,
2024-03-14 10:00:00,2024-03-14 11:00:00,1.578,
2024-03-14 11:00:00,2024-03-14 12:00:00,1.391,
2024-03-14 12:00:00,2024-03-14 13:00:00,1.924,
2024-03-14 13:00:00,2024-03-14 14:00:00,1.694,
2024-03-14 14:00:00,2024-03-14 15:00:00,2.029,
2024-03-14 15:00:00,2024-03-14 16:00:00,1.34,
2024-03-14 16:00:00,2024-03-14 17:00:00,1.125,
2024-03-14 17:00:00,2024-03-14 18:00:00,4.481,
2024-03-14 18:00:00,2024-03-14 19:00:00,2.302,
2024-03-14 19:00:00,2024-03-14 20:00:00,1.505,
2024-03-14 20:00:00,2024-03-14 21:00:00,1.527,
2024-03-14 21:00:00,2024-03-14 22:00:00,1.49,
2024-03-14 22:00:00,2024-03-14 23:00:00,1.738,
2024-03-14 23:00:00,2024-03-15 00:00:00,1.295,
2024-03-15 00:00:00,2024-03-15 01:00:00,1.157,
2024-03-15 01:00:00,2024-03-15 02:00:00,3.513,
2024-03-15 02:00:00,2024-03-15 03:00:00,2.648,
2024-03-15 03:00:00,2024-03-15 04:00:00,1.417,
2024-03-15 04:00:00,2024-03-15 05:00:00,1.199,
2024-03-15 05:00:00,2024-03-15 06:00:00,1.026,
2024-03-15 06:00:00,2024-03-15 07:00:00,1.215,
2024-03-15 07:00:00,2024-03-15 08:00:00,0.941,
2024-03-15 08:00:00,2024-03-15 09:00:00,0.92,
2024-03-15 09:00:00,2024-03-15 10:00:00,1.372,
2024-03-15 10:00:00,2024-03-15 11:00:00,1.009,
2024-03-15 11:00:00,2024-03-15 12:00:00,1.509,
2024-03-15 12:00:00,2024-03-15 13:00:00,0.595,
2024-03-15 13:00:00,2024-03-15 14:00:00,0.894,
2024-03-15 14:00:00,2024-03-15 15:00:00,0.63,
2024-03-15 15:00:00,2024-03-15 16:00:00,0.522,
2024-03-15 16:00:00,2024-03-15 17:00:00,0.576,
2024-03-15 17:00:00,2024-03-15 18:00:00,2.074,
2024-03-15 18:00:00,2024-03-15 19:00:00,1.281,
2024-03-15 19:00:00,2024-03-15 20:00:00,1.234,
2024-03-15 20:00:00,2024-03-15 21:00:00,3.049,
2024-03-15 21:00:00,2024-03-15 22:00:00,1.966,
2024-03-15 22:00:00,2024-03-15 23:00:00,2.074,
2024-03-15 23:00:00,2024-03-16 00:00:00,2.778,
2024-03-16 00:00:00,2024-03-16 01:00:00,5.74,
2024-03-16 01:00:00,2024-03-16 02:00:00,2.159,
2024-03-16 02:00:00,2024-03-16 03:00:00,1.422,
2024-03-16 03:00:00,2024-03-16 04:00:00,0.848,
2024-03-16 04:00:00,2024-03-16 05:00:00,1.075,
2024-03-16 05:00:00,2024-03-16 06:00:00,0.825,
2024-03-16 06:00:00,2024-03-16 07:00:00,0.761,
2024-03-16 07:00:00,2024-03-16 08:00:00,0.699,
2024-03-16 08:00:00,2024-03-16 09:00:00,1.114,
2024-03-16 09:00:00,2024-03-16 10:00:00,0.619,
2024-03-16 10:00:00,2024-03-16 11:00:00,0.836,
2024-03-16 11:00:00,2024-03-16 12:00:00,1.673,
2024-03-16 12:00:00,2024-03-16 13:00:00,1.488,
2024-03-16 13:00:00,2024-03-16 14:00:00,0.515,
2024-03-16 14:00:00,2024-03-16 15:00:00,0.505,
2024-03-16 15:00:00,2024-03-16 16:00:00,0.796,
2024-03-16 16:00:00,2024-03-16 17:00:00,0.506,
2024-03-16 17:00:00,2024-03-16 18:00:00,0.506,
2024-03-16 18:00:00,2024-03-16 19:00:00,3.199,
2024-03-16 19:00:00,2024-03-16 20:00:00,1.478,
2024-03-16 20:00:00,2024-03-16 21:00:00,1.37,
2024-03-16 21:00:00,2024-03-16 22:00:00,1.441,
2024-03-16 22:00:00,2024-03-16 23:00:00,2.648,
2024-03-16 23:00:00,2024-03-17 00:00:00,2.113,
2024-03-17 00:00:00,2024-03-17 01:00:00,1.819,
2024-03-17 01:00:00,2024-03-17 02:00:00,1.251,
2024-03-17 02:00:00,2024-03-17 03:00:00,1.591,
2024-03-17 03:00:00,2024-03-17 04:00:00,2.387,
2024-03-17 04:00:00,2024-03-17 05:00:00,1.294,
2024-03-17 05:00:00,2024-03-17 06:00:00,0.764,
2024-03-17 06:00:00,2024-03-17 07:00:00,0.745,
2024-03-17 07:00:00,2024-03-17 08:00:00,0.988,
2024-03-17 08:00:00,2024-03-17 09:00:00,0.866,
2024-03-17 09:00:00,2024-03-17 10:00:00,0.844,
2024-03-17 10:00:00,2024-03-17 11:00:00,1.021,
2024-03-17 11:00:00,2024-03-17 12:00:00,1.925,
2024-03-17 12:00:00,2024-03-17 13:00:00,4.765,
2024-03-17 13:00:00,2024-03-17 14:00:00,0.516,
2024-03-17 14:00:00,2024-03-17 15:00:00,0.5,
2024-03-17 15:00:00,2024-03-17 16:00:00,0.778,
2024-03-17 16:00:00,2024-03-17 17:00:00,0.507,
2024-03-17 17:00:00,2024-03-17 18:00:00,2.865,
2024-03-17 18:00:00,2024-03-17 19:00:00,3.051,
2024-03-17 19:00:00,2024-03-17 20:00:00,1.52,
2024-03-17 20:00:00,2024-03-17 21:00:00,1.506,
2024-03-17 21:00:00,2024-03-17 22:00:00,1.28,
2024-03-17 22:00:00,2024-03-17 23:00:00,0.932,
2024-03-17 23:00:00,2024-03-18 00:00:00,6.513,
2024-03-18 00:00:00,2024-03-18 01:00:00,4.373,
2024-03-18 01:00:00,2024-03-18 02:00:00,1.298,
2024-03-18 02:00:00,2024-03-18 03:00:00,0.817,
2024-03-18 03:00:00,2024-03-18 04:00:00,0.81,
2024-03-18 04:00:00,2024-03-18 05:00:00,0.615,
2024-03-18 05:00:00,2024-03-18 06:00:00,0.468,
2024-03-18 06:00:00,2024-03-18 07:00:00,0.516,
2024-03-18 07:00:00,2024-03-18 08:00:00,0.722,
2024-03-18 08:00:00,2024-03-18 09:00:00,0.449,
2024-03-18 09:00:00,2024-03-18 10:00:00,0.542,
2024-03-18 10:00:00,2024-03-18 11:00:00,0.714,
2024-03-18 11:00:00,2024-03-18 12:00:00,1.452,
2024-03-18 12:00:00,2024-03-18 13:00:00,0.513,
2024-03-18 13:00:00,2024-03-18 14:00:00,0.503,
2024-03-18 14:00:00,2024-03-18 15:00:00,0.749,
2024-03-18 15:00:00,2024-03-18 16:00:00,0.48,
2024-03-18 16:00:00,2024-03-18 17:00:00,1.95,
2024-03-18 17:00:00,2024-03-18 18:00:00,3.052,
2024-03-18 18:00:00,2024-03-18 19:00:00,1.346,
2024-03-18 19:00:00,2024-03-18 20:00:00,0.99,
2024-03-18 20:00:00,2024-03-18 21:00:00,1.279,
2024-03-18 21:00:00,2024-03-18 22:00:00,0.664,
2024-03-18 22:00:00,2024-03-18 23:00:00,1.878,
2024-03-18 23:00:00,2024-03-19 00:00:00,1.911,
2024-03-19 00:00:00,2024-03-19 01:00:00,1.446,
2024-03-19 01:00:00,2024-03-19 02:00:00,2.889,
2024-03-19 02:00:00,2024-03-19 03:00:00,2.562,
2024-03-19 03:00:00,2024-03-19 04:00:00,1.359,
2024-03-19 04:00:00,2024-03-19 05:00:00,0.518,
2024-03-19 05:00:00,2024-03-19 06:00:00,0.65,
2024-03-19 06:00:00,2024-03-19 07:00:00,0.402,
2024-03-19 07:00:00,2024-03-19 08:00:00,0.367,
2024-03-19 08:00:00,2024-03-19 09:00:00,0.401,
2024-03-19 09:00:00,2024-03-19 10:00:00,0.832,
2024-03-19 10:00:00,2024-03-19 11:00:00,0.86,
2024-03-19 11:00:00,2024-03-19 12:00:00,0.894,
2024-03-19 12:00:00,2024-03-19 13:00:00,1.699,
2024-03-19 13:00:00,2024-03-19 14:00:00,1.956,
2024-03-19 14:00:00,2024-03-19 15:00:00,1.83,
2024-03-19 15:00:00,2024-03-19 16:00:00,4.38,
2024-03-19 16:00:00,2024-03-19 17:00:00,1.891,
2024-03-19 17:00:00,2024-03-19 18:00:00,0.83,
