StartDate,EndDate,Value (kWh),Notes
2024-09-03 21:00:00,2024-09-03 22:00:00,2.256,
2024-09-03 22:00:00,2024-09-03 23:00:00,2.803,
2024-09-03 23:00:00,2024-09-04 00:00:00,2.377,
2024-09-04 00:00:00,2024-09-04 01:00:00,2.899,
2024-09-04 01:00:00,2024-09-04 02:00:00,2.217,
2024-09-04 02:00:00,2024-09-04 03:00:00,1.896,
2024-09-04 03:00:00,2024-09-04 04:00:00,1.683,
2024-09-04 04:00:00,2024-09-04 05:00:00,1.532,
2024-09-04 05:00:00,2024-09-04 06:00:00,1.854,
2024-09-04 06:00:00,2024-09-04 07:00:00,1.436,
2024-09-04 07:00:00,2024-09-04 08:00:00,1.545,
2024-09-04 08:00:00,2024-09-04 09:00:00,1.548,
2024-09-04 09:00:00,2024-09-04 10:00:00,1.834,
2024-09-04 10:00:00,2024-09-04 11:00:00,1.548,
2024-09-04 11:00:00,2024-09-04 12:00:00,2.285,
2024-09-04 12:00:00,2024-09-04 13:00:00,1.949,
2024-09-04 13:00:00,2024-09-04 14:00:00,2.857,
2024-09-04 14:00:00,2024-09-04 15:00:00,2.072,
2024-09-04 15:00:00,2024-09-04 16:00:00,2.42,
2024-09-04 16:00:00,2024-09-04 17:00:00,2.38,
2024-09-04 17:00:00,2024-09-04 18:00:00,2.209,
2024-09-04 18:00:00,2024-09-04 19:00:00,1.704,
2024-09-04 19:00:00,2024-09-04 20:00:00,2.813,
2024-09-04 20:00:00,2024-09-04 21:00:00,2.752,
2024-09-04 21:00:00,2024-09-04 22:00:00,6.39,
2024-09-04 22:00:00,2024-09-04 23:00:00,3.313,
2024-09-04 23:00:00,2024-09-05 00:00:00,3.884,
2024-09-05 00:00:00,2024-09-05 01:00:00,2.56,
2024-09-05 01:00:00,2024-09-05 02:00:00,3.094,
2024-09-05 02:00:00,2024-09-05 03:00:00,2.789,
2024-09-05 03:00:00,2024-09-05 04:00:00,2.025,
2024-09-05 04:00:00,2024-09-05 05:00:00,1.848,
2024-09-05 05:00:00,2024-09-05 06:00:00,2.106,
2024-09-05 06:00:00,2024-09-05 07:00:00,1.937,
2024-09-05 07:00:00,2024-09-05 08:00:00,1.377,
2024-09-05 08:00:00,2024-09-05 09:00:00,1.211,
2024-09-05 09:00:00,2024-09-05 10:00:00,2.36,
2024-09-05 10:00:00,2024-09-05 11:00:00,2.843,
2024-09-05 11:00:00,2024-09-05 12:00:00,1.149,
2024-09-05 12:00:00,2024-09-05 13:00:00,1.364,
2024-09-05 13:00:00,2024-09-05 14:00:00,1.471,
2024-09-05 14:00:00,2024-09-05 15:00:00,1.932,
2024-09-05 15:00:00,2024-09-05 16:00:00,2.251,
2024-09-05 16:00:00,2024-09-05 17:00:00,3.491,
2024-09-05 17:00:00,2024-09-05 18:00:00,2.189,
2024-09-05 18:00:00,2024-09-05 19:00:00,4.079,
2024-09-05 19:00:00,2024-09-05 20:00:00,3.302,
2024-09-05 20:00:00,2024-09-05 21:00:00,3.094,
2024-09-05 21:00:00,2024-09-05 22:00:00,3.253,
2024-09-05 22:00:00,2024-09-05 23:00:00,2.854,
2024-09-05 23:00:00,2024-09-06 00:00:00,2.061,
2024-09-06 00:00:00,2024-09-06 01:00:00,3.398,
2024-09-06 01:00:00,2024-09-06 02:00:00,3.357,
2024-09-06 02:00:00,2024-09-06 03:00:00,1.492,
2024-09-06 03:00:00,2024-09-06 04:00:00,1.786,
2024-09-06 04:00:00,2024-09-06 05:00:00,1.408,
2024-09-06 05:00:00,2024-09-06 06:00:00,1.414,
2024-09-06 06:00:00,2024-09-06 07:00:00,1.456,
2024-09-06 07:00:00,2024-09-06 08:00:00,1.507,
2024-09-06 08:00:00,2024-09-06 09:00:00,1.403,
2024-09-06 09:00:00,2024-09-06 10:00:00,1.92,
2024-09-06 10:00:00,2024-09-06 11:00:00,1.526,
2024-09-06 11:00:00,2024-09-06 12:00:00,1.574,
2024-09-06 12:00:00,2024-09-06 13:00:00,1.83,
2024-09-06 13:00:00,2024-09-06 14:00:00,1.568,
2024-09-06 14:00:00,2024-09-06 15:00:00,1.597,
2024-09-06 15:00:00,2024-09-06 16:00:00,1.648,
2024-09-06 16:00:00,2024-09-06 17:00:00,1.901,
2024-09-06 17:00:00,2024-09-06 18:00:00,1.572,
2024-09-06 18:00:00,2024-09-06 19:00:00,1.523,
2024-09-06 19:00:00,2024-09-06 20:00:00,3.481,
2024-09-06 20:00:00,2024-09-06 21:00:00,3.835,
2024-09-06 21:00:00,2024-09-06 22:00:00,2.045,
2024-09-06 22:00:00,2024-09-06 23:00:00,2.478,
2024-09-06 23:00:00,2024-09-07 00:00:00,1.697,
2024-09-07 00:00:00,2024-09-07 01:00:00,1.507,
2024-09-07 01:00:00,2024-09-07 02:00:00,1.49,
2024-09-07 02:00:00,2024-09-07 03:00:00,0.527,
2024-09-07 03:00:00,2024-09-07 04:00:00,0.983,
2024-09-07 04:00:00,2024-09-07 05:00:00,1.305,
2024-09-07 05:00:00,2024-09-07 06:00:00,0.957,
2024-09-07 06:00:00,2024-09-07 07:00:00,0.98,
2024-09-07 07:00:00,2024-09-07 08:00:00,0.995,
2024-09-07 08:00:00,2024-09-07 09:00:00,1.59,
2024-09-07 09:00:00,2024-09-07 10:00:00,1.967,
2024-09-07 10:00:00,2024-09-07 11:00:00,0.49,
2024-09-07 11:00:00,2024-09-07 12:00:00,0.556,
2024-09-07 12:00:00,2024-09-07 13:00:00,1.294,
2024-09-07 13:00:00,2024-09-07 14:00:00,1.334,
2024-09-07 14:00:00,2024-09-07 15:00:00,1.27,
2024-09-07 15:00:00,2024-09-07 16:00:00,1.684,
2024-09-07 16:00:00,2024-09-07 17:00:00,1.395,
2024-09-07 17:00:00,2024-09-07 18:00:00,1.117,
2024-09-07 18:00:00,2024-09-07 19:00:00,1.357,
2024-09-07 19:00:00,2024-09-07 20:00:00,1.149,
2024-09-07 20:00:00,2024-09-07 21:00:00,3.575,
2024-09-07 21:00:00,2024-09-07 22:00:00,3.906,
2024-09-07 22:00:00,2024-09-07 23:00:00,1.855,
2024-09-07 23:00:00,2024-09-08 00:00:00,1.337,
2024-09-08 00:00:00,2024-09-08 01:00:00,4.008,
2024-09-08 01:00:00,2024-09-08 02:00:00,2.011,
2024-09-08 02:00:00,2024-09-08 03:00:00,1.994,
2024-09-08 03:00:00,2024-09-08 04:00:00,1.159,
2024-09-08 04:00:00,2024-09-08 05:00:00,1.282,
2024-09-08 05:00:00,2024-09-08 06:00:00,1.084,
2024-09-08 06:00:00,2024-09-08 07:00:00,1.391,
2024-09-08 07:00:00,2024-09-08 08:00:00,1.139,
2024-09-08 08:00:00,2024-09-08 09:00:00,0.99,
2024-09-08 09:00:00,2024-09-08 10:00:00,2.082,
2024-09-08 10:00:00,2024-09-08 11:00:00,1.478,
2024-09-08 11:00:00,2024-09-08 12:00:00,1.912,
2024-09-08 12:00:00,2024-09-08 13:00:00,1.646,
2024-09-08 13:00:00,2024-09-08 14:00:00,2.006,
2024-09-08 14:00:00,2024-09-08 15:00:00,1.726,
2024-09-08 15:00:00,2024-09-08 16:00:00,1.749,
2024-09-08 16:00:00,2024-09-08 17:00:00,1.691,
2024-09-08 17:00:00,2024-09-08 18:00:00,1.974,
2024-09-08 18:00:00,2024-09-08 19:00:00,1.632,
2024-09-08 19:00:00,2024-09-08 20:00:00,1.838,
2024-09-08 20:00:00,2024-09-08 21:00:00,3.239,
2024-09-08 21:00:00,2024-09-08 22:00:00,1.388,
2024-09-08 22:00:00,2024-09-08 23:00:00,0.827,
2024-09-08 23:00:00,2024-09-09 00:00:00,2.384,
2024-09-09 00:00:00,2024-09-09 01:00:00,2.07,
2024-09-09 01:00:00,2024-09-09 02:00:00,1.379,
2024-09-09 02:00:00,2024-09-09 03:00:00,2.923,
2024-09-09 03:00:00,2024-09-09 04:00:00,1.393,
2024-09-09 04:00:00,2024-09-09 05:00:00,1.197,
2024-09-09 05:00:00,2024-09-09 06:00:00,1.481,
2024-09-09 06:00:00,2024-09-09 07:00:00,1.22,
2024-09-09 07:00:00,2024-09-09 08:00:00,1.196,
2024-09-09 08:00:00,2024-09-09 09:00:00,1.218,
2024-09-09 09:00:00,2024-09-09 10:00:00,1.98,
2024-09-09 10:00:00,2024-09-09 11:00:00,0.907,
2024-09-09 11:00:00,2024-09-09 12:00:00,0.438,
2024-09-09 12:00:00,2024-09-09 13:00:00,0.494,
2024-09-09 13:00:00,2024-09-09 14:00:00,0.567,
2024-09-09 14:00:00,2024-09-09 15:00:00,0.858,
2024-09-09 15:00:00,2024-09-09 16:00:00,1.786,
2024-09-09 16:00:00,2024-09-09 17:00:00,2.854,
2024-09-09 17:00:00,2024-09-09 18:00:00,2.842,
2024-09-09 18:00:00,2024-09-09 19:00:00,4.822,
2024-09-09 19:00:00,2024-09-09 20:00:00,5.037,
2024-09-09 20:00:00,2024-09-09 21:00:00,3.844,
2024-09-09 21:00:00,2024-09-09 22:00:00,4.042,
2024-09-09 22:00:00,2024-09-09 23:00:00,6.159,
2024-09-09 23:00:00,2024-09-10 00:00:00,2.892,
2024-09-10 00:00:00,2024-09-10 01:00:00,1.814,
2024-09-10 01:00:00,2024-09-10 02:00:00,1.791,
2024-09-10 02:00:00,2024-09-10 03:00:00,3.75,
2024-09-10 03:00:00,2024-09-10 04:00:00,1.712,
2024-09-10 04:00:00,2024-09-10 05:00:00,1.09,
2024-09-10 05:00:00,2024-09-10 06:00:00,1.513,
2024-09-10 06:00:00,2024-09-10 07:00:00,1.218,
2024-09-10 07:00:00,2024-09-10 08:00:00,1.037,
2024-09-10 08:00:00,2024-09-10 09:00:00,1.495,
2024-09-10 09:00:00,2024-09-10 10:00:00,1.323,
2024-09-10 10:00:00,2024-09-10 11:00:00,1.216,
2024-09-10 11:00:00,2024-09-10 12:00:00,1.42,
2024-09-10 12:00:00,2024-09-10 13:00:00,1.642,
2024-09-10 13:00:00,2024-09-10 14:00:00,3.733,
2024-09-10 14:00:00,2024-09-10 15:00:00,4.869,
2024-09-10 15:00:00,2024-09-10 16:00:00,2.399,
2024-09-10 16:00:00,2024-09-10 17:00:00,6.494,
2024-09-10 17:00:00,2024-09-10 18:00:00,3.178,
2024-09-10 18:00:00,2024-09-10 19:00:00,2.262,
2024-09-10 19:00:00,2024-09-10 20:00:00,5.476,
2024-09-10 20:00:00,2024-09-10 21:00:00,3.828,
2024-09-10 21:00:00,2024-09-10 22:00:00,2.792,
2024-09-10 22:00:00,2024-09-10 23:00:00,5.229,
2024-09-10 23:00:00,2024-09-11 00:00:00,3.906,
2024-09-11 00:00:00,2024-09-11 01:00:00,3.68,
2024-09-11 01:00:00,2024-09-11 02:00:00,2.969,
2024-09-11 02:00:00,2024-09-11 03:00:00,1.533,
2024-09-11 03:00:00,2024-09-11 04:00:00,1.298,
2024-09-11 04:00:00,2024-09-11 05:00:00,1.926,
2024-09-11 05:00:00,2024-09-11 06:00:00,2.463,
2024-09-11 06:00:00,2024-09-11 07:00:00,2.829,
2024-09-11 07:00:00,2024-09-11 08:00:00,1.554,
2024-09-11 08:00:00,2024-09-11 09:00:00,1.36,
2024-09-11 09:00:00,2024-09-11 10:00:00,1.656,
2024-09-11 10:00:00,2024-09-11 11:00:00,1.431,
2024-09-11 11:00:00,2024-09-11 12:00:00,2.115,
2024-09-11 12:00:00,2024-09-11 13:00:00,1.717,
2024-09-11 13:00:00,2024-09-11 14:00:00,2.48,
2024-09-11 14:00:00,2024-09-11 15:00:00,3.147,
2024-09-11 15:00:00,2024-09-11 16:00:00,4.766,
2024-09-11 16:00:00,2024-09-11 17:00:00,3.366,
2024-09-11 17:00:00,2024-09-11 18:00:00,3.662,
2024-09-11 18:00:00,2024-09-11 19:00:00,3.946,
2024-09-11 19:00:00,2024-09-11 20:00:00,4.998,
2024-09-11 20:00:00,2024-09-11 21:00:00,4.108,
2024-09-11 21:00:00,2024-09-11 22:00:00,2.377,
2024-09-11 22:00:00,2024-09-11 23:00:00,2.243,
2024-09-11 23:00:00,2024-09-12 00:00:00,2.041,
2024-09-12 00:00:00,2024-09-12 01:00:00,2.559,
2024-09-12 01:00:00,2024-09-12 02:00:00,5.199,
2024-09-12 02:00:00,2024-09-12 03:00:00,3.162,
2024-09-12 03:00:00,2024-09-12 04:00:00,1.727,
2024-09-12 04:00:00,2024-09-12 05:00:00,1.442,
2024-09-12 05:00:00,2024-09-12 06:00:00,1.67,
2024-09-12 06:00:00,2024-09-12 07:00:00,1.422,
2024-09-12 07:00:00,2024-09-12 08:00:00,1.412,
2024-09-12 08:00:00,2024-09-12 09:00:00,1.771,
2024-09-12 09:00:00,2024-09-12 10:00:00,1.912,
2024-09-12 10:00:00,2024-09-12 11:00:00,0.89,
2024-09-12 11:00:00,2024-09-12 12:00:00,0.793,
2024-09-12 12:00:00,2024-09-12 13:00:00,1.633,
2024-09-12 13:00:00,2024-09-12 14:00:00,1.176,
2024-09-12 14:00:00,2024-09-12 15:00:00,1.363,
2024-09-12 15:00:00,2024-09-12 16:00:00,1.149,
2024-09-12 16:00:00,2024-09-12 17:00:00,1.528,
2024-09-12 17:00:00,2024-09-12 18:00:00,1.378,
2024-09-12 18:00:00,2024-09-12 19:00:00,1.195,
2024-09-12 19:00:00,2024-09-12 20:00:00,3.108,
2024-09-12 20:00:00,2024-09-12 21:00:00,5.417,
2024-09-12 21:00:00,2024-09-12 22:00:00,2.072,
2024-09-12 22:00:00,2024-09-12 23:00:00,2.459,
2024-09-12 23:00:00,2024-09-13 00:00:00,1.941,
2024-09-13 00:00:00,2024-09-13 01:00:00,1.859,
2024-09-13 01:00:00,2024-09-13 02:00:00,2.62,
2024-09-13 02:00:00,2024-09-13 03:00:00,2.03,
2024-09-13 03:00:00,2024-09-13 04:00:00,1.213,
2024-09-13 04:00:00,2024-09-13 05:00:00,1.279,
2024-09-13 05:00:00,2024-09-13 06:00:00,1.061,
2024-09-13 06:00:00,2024-09-13 07:00:00,1.028,
2024-09-13 07:00:00,2024-09-13 08:00:00,1.061,
2024-09-13 08:00:00,2024-09-13 09:00:00,1.436,
2024-09-13 09:00:00,2024-09-13 10:00:00,2.011,
2024-09-13 10:00:00,2024-09-13 11:00:00,0.439,
2024-09-13 11:00:00,2024-09-13 12:00:00,0.804,
2024-09-13 12:00:00,2024-09-13 13:00:00,1.469,
2024-09-13 13:00:00,2024-09-13 14:00:00,1.348,
2024-09-13 14:00:00,2024-09-13 15:00:00,1.527,
2024-09-13 15:00:00,2024-09-13 16:00:00,1.753,
2024-09-13 16:00:00,2024-09-13 17:00:00,1.429,
2024-09-13 17:00:00,2024-09-13 18:00:00,3.527,
2024-09-13 18:00:00,2024-09-13 19:00:00,3.082,
2024-09-13 19:00:00,2024-09-13 20:00:00,1.761,
2024-09-13 20:00:00,2024-09-13 21:00:00,1.264,
2024-09-13 21:00:00,2024-09-13 22:00:00,1.354,
2024-09-13 22:00:00,2024-09-13 23:00:00,2.73,
2024-09-13 23:00:00,2024-09-14 00:00:00,2.615,
2024-09-14 00:00:00,2024-09-14 01:00:00,3.655,
2024-09-14 01:00:00,2024-09-14 02:00:00,2.937,
2024-09-14 02:00:00,2024-09-14 03:00:00,2.013,
2024-09-14 03:00:00,2024-09-14 04:00:00,1.764,
2024-09-14 04:00:00,2024-09-14 05:00:00,1.93,
2024-09-14 05:00:00,2024-09-14 06:00:00,1.822,
2024-09-14 06:00:00,2024-09-14 07:00:00,1.693,
2024-09-14 07:00:00,2024-09-14 08:00:00,1.456,
2024-09-14 08:00:00,2024-09-14 09:00:00,1.692,
2024-09-14 09:00:00,2024-09-14 10:00:00,2.095,
2024-09-14 10:00:00,2024-09-14 11:00:00,0.727,
2024-09-14 11:00:00,2024-09-14 12:00:00,0.715,
2024-09-14 12:00:00,2024-09-14 13:00:00,1.591,
2024-09-14 13:00:00,2024-09-14 14:00:00,1.595,
2024-09-14 14:00:00,2024-09-14 15:00:00,1.681,
2024-09-14 15:00:00,2024-09-14 16:00:00,2.266,
2024-09-14 16:00:00,2024-09-14 17:00:00,2.068,
2024-09-14 17:00:00,2024-09-14 18:00:00,2.091,
2024-09-14 18:00:00,2024-09-14 19:00:00,2.059,
2024-09-14 19:00:00,2024-09-14 20:00:00,2.968,
2024-09-14 20:00:00,2024-09-14 21:00:00,2.352,
2024-09-14 21:00:00,2024-09-14 22:00:00,1.801,
2024-09-14 22:00:00,2024-09-14 23:00:00,2.125,
2024-09-14 23:00:00,2024-09-15 00:00:00,2.827,
2024-09-15 00:00:00,2024-09-15 01:00:00,2.206,
2024-09-15 01:00:00,2024-09-15 02:00:00,3.505,
2024-09-15 02:00:00,2024-09-15 03:00:00,2.38,
2024-09-15 03:00:00,2024-09-15 04:00:00,1.905,
2024-09-15 04:00:00,2024-09-15 05:00:00,1.606,
2024-09-15 05:00:00,2024-09-15 06:00:00,1.561,
2024-09-15 06:00:00,2024-09-15 07:00:00,1.679,
2024-09-15 07:00:00,2024-09-15 08:00:00,1.464,
2024-09-15 08:00:00,2024-09-15 09:00:00,1.46,
2024-09-15 09:00:00,2024-09-15 10:00:00,2.022,
2024-09-15 10:00:00,2024-09-15 11:00:00,0.633,
2024-09-15 11:00:00,2024-09-15 12:00:00,1.137,
2024-09-15 12:00:00,2024-09-15 13:00:00,1.813,
2024-09-15 13:00:00,2024-09-15 14:00:00,1.848,
2024-09-15 14:00:00,2024-09-15 15:00:00,2.016,
2024-09-15 15:00:00,2024-09-15 16:00:00,1.796,
2024-09-15 16:00:00,2024-09-15 17:00:00,1.776,
2024-09-15 17:00:00,2024-09-15 18:00:00,1.946,
2024-09-15 18:00:00,2024-09-15 19:00:00,1.565,
2024-09-15 19:00:00,2024-09-15 20:00:00,1.464,
2024-09-15 20:00:00,2024-09-15 21:00:00,5.89,
2024-09-15 21:00:00,2024-09-15 22:00:00,2.461,
2024-09-15 22:00:00,2024-09-15 23:00:00,3.308,
2024-09-15 23:00:00,2024-09-16 00:00:00,3.692,
2024-09-16 00:00:00,2024-09-16 01:00:00,4.141,
2024-09-16 01:00:00,2024-09-16 02:00:00,2.742,
2024-09-16 02:00:00,2024-09-16 03:00:00,2.159,
2024-09-16 03:00:00,2024-09-16 04:00:00,1.595,
2024-09-16 04:00:00,2024-09-16 05:00:00,1.64,
2024-09-16 05:00:00,2024-09-16 06:00:00,1.418,
2024-09-16 06:00:00,2024-09-16 07:00:00,1.419,
2024-09-16 07:00:00,2024-09-16 08:00:00,1.352,
2024-09-16 08:00:00,2024-09-16 09:00:00,3.152,
2024-09-16 09:00:00,2024-09-16 10:00:00,3.082,
2024-09-16 10:00:00,2024-09-16 11:00:00,0.565,
2024-09-16 11:00:00,2024-09-16 12:00:00,0.825,
2024-09-16 12:00:00,2024-09-16 13:00:00,1.476,
2024-09-16 13:00:00,2024-09-16 14:00:00,1.81,
2024-09-16 14:00:00,2024-09-16 15:00:00,1.877,
2024-09-16 15:00:00,2024-09-16 16:00:00,1.598,
2024-09-16 16:00:00,2024-09-16 17:00:00,2.933,
2024-09-16 17:00:00,2024-09-16 18:00:00,5.979,
2024-09-16 18:00:00,2024-09-16 19:00:00,3.358,
2024-09-16 19:00:00,2024-09-16 20:00:00,4.65,
2024-09-16 20:00:00,2024-09-16 21:00:00,4.681,
2024-09-16 21:00:00,2024-09-16 22:00:00,2.782,
2024-09-16 22:00:00,2024-09-16 23:00:00,2.09,
2024-09-16 23:00:00,2024-09-17 00:00:00,1.811,
2024-09-17 00:00:00,2024-09-17 01:00:00,4.371,
2024-09-17 01:00:00,2024-09-17 02:00:00,2.419,
2024-09-17 02:00:00,2024-09-17 03:00:00,1.919,
2024-09-17 03:00:00,2024-09-17 04:00:00,1.541,
2024-09-17 04:00:00,2024-09-17 05:00:00,1.498,
2024-09-17 05:00:00,2024-09-17 06:00:00,1.651,
2024-09-17 06:00:00,2024-09-17 07:00:00,1.326,
2024-09-17 07:00:00,2024-09-17 08:00:00,1.286,
2024-09-17 08:00:00,2024-09-17 09:00:00,1.635,
2024-09-17 09:00:00,2024-09-17 10:00:00,1.851,
2024-09-17 10:00:00,2024-09-17 11:00:00,2.748,
2024-09-17 11:00:00,2024-09-17 12:00:00,4.023,
2024-09-17 12:00:00,2024-09-17 13:00:00,5.435,
2024-09-17 13:00:00,2024-09-17 14:00:00,2.347,
2024-09-17 14:00:00,2024-09-17 15:00:00,2.613,
2024-09-17 15:00:00,2024-09-17 16:00:00,2.593,
2024-09-17 16:00:00,2024-09-17 17:00:00,3.178,
2024-09-17 17:00:00,2024-09-17 18:00:00,3.871,
2024-09-17 18:00:00,2024-09-17 19:00:00,2.344,
2024-09-17 19:00:00,2024-09-17 20:00:00,1.8,
2024-09-17 20:00:00,2024-09-17 21:00:00,2.185,
2024-09-17 21:00:00,2024-09-17 22:00:00,2.5,
2024-09-17 22:00:00,2024-09-17 23:00:00,3.359,
2024-09-17 23:00:00,2024-09-18 00:00:00,4.497,
2024-09-18 00:00:00,2024-09-18 01:00:00,2.871,
2024-09-18 01:00:00,2024-09-18 02:00:00,2.331,
2024-09-18 02:00:00,2024-09-18 03:00:00,4.145,
2024-09-18 03:00:00,2024-09-18 04:00:00,4.363,
2024-09-18 04:00:00,2024-09-18 05:00:00,2.747,
2024-09-18 05:00:00,2024-09-18 06:00:00,2.85,
2024-09-18 06:00:00,2024-09-18 07:00:00,1.593,
2024-09-18 07:00:00,2024-09-18 08:00:00,1.666,
2024-09-18 08:00:00,2024-09-18 09:00:00,2.328,
2024-09-18 09:00:00,2024-09-18 10:00:00,2.103,
2024-09-18 10:00:00,2024-09-18 11:00:00,2.021,
2024-09-18 11:00:00,2024-09-18 12:00:00,2.12,
2024-09-18 12:00:00,2024-09-18 13:00:00,4.088,
2024-09-18 13:00:00,2024-09-18 14:00:00,3.789,
2024-09-18 14:00:00,2024-09-18 15:00:00,2.998,
2024-09-18 15:00:00,2024-09-18 16:00:00,4.505,
2024-09-18 16:00:00,2024-09-18 17:00:00,2.412,
2024-09-18 17:00:00,2024-09-18 18:00:00,2.339,
2024-09-18 18:00:00,2024-09-18 19:00:00,2.119,
2024-09-18 19:00:00,2024-09-18 20:00:00,1.627,
2024-09-18 20:00:00,2024-09-18 21:00:00,2.357,
2024-09-18 21:00:00,2024-09-18 22:00:00,1.6,
2024-09-18 22:00:00,2024-09-18 23:00:00,1.372,
2024-09-18 23:00:00,2024-09-19 00:00:00,4.625,
2024-09-19 00:00:00,2024-09-19 01:00:00,4.355,
2024-09-19 01:00:00,2024-09-19 02:00:00,5.505,
2024-09-19 02:00:00,2024-09-19 03:00:00,3.865,
2024-09-19 03:00:00,2024-09-19 04:00:00,2.719,
2024-09-19 04:00:00,2024-09-19 05:00:00,2.504,
2024-09-19 05:00:00,2024-09-19 06:00:00,2.211,
2024-09-19 06:00:00,2024-09-19 07:00:00,1.88,
2024-09-19 07:00:00,2024-09-19 08:00:00,1.821,
2024-09-19 08:00:00,2024-09-19 09:00:00,2.28,
2024-09-19 09:00:00,2024-09-19 10:00:00,2.304,
2024-09-19 10:00:00,2024-09-19 11:00:00,4.14,
2024-09-19 11:00:00,2024-09-19 12:00:00,3.341,
2024-09-19 12:00:00,2024-09-19 13:00:00,3.17,
2024-09-19 13:00:00,2024-09-19 14:00:00,3.151,
2024-09-19 14:00:00,2024-09-19 15:00:00,3.322,
2024-09-19 15:00:00,2024-09-19 16:00:00,3.292,
2024-09-19 16:00:00,2024-09-19 17:00:00,3.132,
2024-09-19 17:00:00,2024-09-19 18:00:00,2.48,
